City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
122,nizhneangarsk,55.7833,109.55,-2.78,91,100,1.34,RU,1713183332
123,vernon,50.2581,-119.2691,8.08,68,100,2.26,CA,1713183333
124,badger,64.8,-147.5333,-3.07,76,75,0.0,US,1713183333
125,gerash,27.6652,54.1371,26.82,22,52,2.32,IR,1713183334
126,uturoa,-16.7333,-151.4333,27.38,80,77,7.47,PF,1713183334
127,hamilton,39.1834,-84.5333,18.73,73,40,4.12,US,1713183306
128,saipan,15.1355,145.701,27.39,78,20,3.09,MP,1713183335
129,sinabang,2.4803,96.3801,28.01,81,82,1.17,ID,1713183335
130,fort mcmurray,56.7268,-111.381,4.58,65,100,2.21,CA,1713183336
131,mersa matruh,31.3525,27.2453,22.25,63,100,4.74,EG,1713183336
132,talnakh,69.4865,88.3972,-12.11,94,100,4.98,RU,1713183337
133,al fallujah,33.3538,43.7795,28.94,27,100,2.73,IQ,1713183337
134,zhangjiakou,40.81,114.8794,12.57,21,0,4.5,CN,1713183338
135,mitu,1.1983,-70.1733,25.29,88,99,0.61,CO,1713183338
136,shizunai-furukawacho,42.3339,142.3669,8.23,82,1,3.89,JP,1713183339
137,vilyuchinsk,52.9306,158.4028,2.92,81,100,4.05,RU,1713183339
138,fregenal de la sierra,38.1692,-6.6537,25.37,43,1,1.56,ES,1713183340
139,lebu,-37.6167,-73.65,11.53,93,66,4.2,CL,1713183340
140,molchanovo,57.5817,83.7692,-1.14,75,100,5.18,RU,1713183340
141,gadzhiyevo,69.2551,33.3362,0.15,99,100,9.45,RU,1713183341
142,mar del plata,-38.0023,-57.5575,19.01,99,100,12.07,AR,1713182835
143,neiafu,-18.65,-173.9833,26.38,94,20,2.06,TO,1713183342
144,carbonear,47.7332,-53.2148,7.56,83,64,6.22,CA,1713183318
145,suez,29.9737,32.5263,28.5,25,0,7.62,EG,1713183343
146,egilsstadir,65.2653,-14.3948,-2.3,66,93,6.38,IS,1713183343
147,madingou,-4.1536,13.55,32.96,59,56,0.69,CG,1713183344
148,coquimbo,-29.9533,-71.3436,15.36,66,25,1.29,CL,1713183099
149,newman,37.3138,-121.0208,9.13,91,12,3.13,US,1713183344
150,kirensk,57.7853,108.1119,-0.58,96,100,4.02,RU,1713183345
151,ust-nera,64.5667,143.2,-19.24,93,18,1.69,RU,1713183345
152,vorgashor,67.5833,63.95,-7.33,91,98,5.49,RU,1713183346
153,minas de marcona,-15.2119,-75.1103,15.75,93,96,5.21,PE,1713183346
154,susuman,62.7833,148.1667,-22.23,90,12,0.89,RU,1713183347
155,hasaki,35.7333,140.8333,16.27,76,90,5.93,JP,1713183347
156,plettenberg bay,-34.0527,23.3716,20.39,77,98,4.14,ZA,1713183348
157,zhigalovo,54.8097,105.1578,5.18,94,91,0.4,RU,1713183348
158,remire-montjoly,4.9167,-52.2667,29.02,84,75,6.69,GF,1713183349
159,cabo san lucas,22.8909,-109.9124,23.2,67,100,0.45,MX,1713183350
160,fortuna,40.5982,-124.1573,9.81,92,100,5.14,US,1713183350
161,santiago de cao,-7.9589,-79.2392,18.07,94,100,4.12,PE,1713183351
162,zhob,31.3411,69.4481,20.88,38,53,3.66,PK,1713183351
163,lalibela,12.0333,39.0333,29.29,18,39,3.56,ET,1713183352
164,trzebiatow,54.0615,15.2648,13.36,57,81,2.13,PL,1713183352
165,shiprock,36.7855,-108.687,7.19,37,0,3.01,US,1713183352
166,longyearbyen,78.2186,15.6401,-13.09,61,20,5.14,SJ,1713183353
167,kavaratti,10.5669,72.642,29.63,74,82,1.97,IN,1713183353
168,brookings,44.3114,-96.7984,10.25,59,33,4.28,US,1713183067
169,aykhal,66.0,111.5,-2.26,95,100,7.22,RU,1713183354
170,hulyaypole,47.6653,36.2578,23.07,40,99,7.22,UA,1713183355
171,stanley,54.868,-1.6985,9.29,71,75,10.8,GB,1713183355
172,barra,-11.0894,-43.1417,28.02,60,93,1.34,BR,1713183355
173,hatillo,18.4863,-66.8254,28.14,93,61,1.34,PR,1713183356
174,matoury,4.8483,-52.3317,28.98,84,75,6.69,GF,1713183357
175,tura,25.5198,90.2201,31.82,28,66,1.95,IN,1713183358
176,harrisburg,40.2737,-76.8844,16.71,92,100,1.54,US,1713183120
177,paracuru,-3.41,-39.0306,30.06,80,91,2.92,BR,1713183358
178,candelaria,13.9311,121.4233,24.92,81,4,2.13,PH,1713183359
179,taco pozo,-25.6167,-63.2833,13.79,88,99,2.68,AR,1713183359
180,cacoal,-11.4386,-61.4472,24.78,95,94,2.77,BR,1713183089
181,filingue,14.3521,3.3168,37.08,6,33,5.39,NE,1713183360
182,flying fish cove,-10.4217,105.6791,27.82,89,100,5.14,CX,1713183321
183,tolanaro,-25.0319,46.9987,22.32,80,93,4.11,MG,1713183361
184,porto sant'elpidio,43.2583,13.7583,27.17,58,19,3.71,IT,1713183362
185,lejanias,3.5251,-74.0216,23.51,62,80,2.48,CO,1713183362
186,kill devil hills,36.0307,-75.676,19.0,69,0,3.6,US,1713183331
187,acarau,-2.8856,-40.12,27.48,85,68,4.11,BR,1713183363
188,konarka,19.9,86.1167,36.22,70,0,7.95,IN,1713183363
189,archangelos,36.2149,28.1149,23.99,32,0,3.3,GR,1713183364
190,lazaro cardenas,17.9583,-102.2,22.98,77,68,1.29,MX,1713183319
191,manokwari,-0.8667,134.0833,27.0,86,65,2.24,ID,1713183365
192,flin flon,54.7682,-101.865,-0.64,87,49,2.14,CA,1713183365
193,jiuquan,39.7432,98.5174,17.64,9,67,4.69,CN,1713183366
194,bubaque,11.2833,-15.8333,24.9,78,12,4.19,GW,1713183366
195,saldanha,-33.0117,17.9442,18.62,62,2,3.3,ZA,1713183367
196,cooper's town,26.8667,-77.5167,20.87,63,20,3.81,BS,1713183367
197,nemuro,43.3236,145.575,4.17,94,16,4.09,JP,1713183368
198,martinho campos,-19.3317,-45.2369,23.47,73,100,2.9,BR,1713183368
199,khabarovsk,48.4808,135.0928,19.7,36,0,2.0,RU,1713183368
200,bardai,11.65,7.2333,37.51,15,64,3.41,NG,1713183369
201,palikir - national government center,6.9248,158.1611,27.88,80,92,4.53,FM,1713183369
202,chipinge,-20.1883,32.6236,24.24,39,11,3.95,ZW,1713183370
203,fale old settlement,-9.3852,-171.2468,28.35,80,99,6.57,TK,1713183371
204,okhotsk,59.3833,143.3,-5.12,81,70,1.91,RU,1713183371
205,naracoorte,-36.9579,140.7383,12.74,78,12,2.71,AU,1713183372
206,belonia,23.2528,91.4514,36.02,23,13,3.2,IN,1713183372
207,chos malal,-37.3781,-70.2709,10.62,70,100,2.86,AR,1713183373
208,ak-suu,42.4995,78.527,14.81,53,88,1.79,KG,1713183373
209,twon-brass,4.3151,6.2418,30.04,70,24,3.8,NG,1713183374
210,extrema,-22.8547,-46.3183,18.54,98,100,2.43,BR,1713183374
211,bria,6.5423,21.9863,38.06,21,88,1.68,CF,1713183374
212,chetwayi,10.5333,76.05,30.59,72,29,5.56,IN,1713183375
213,camana,-16.6228,-72.7111,20.95,88,81,2.35,PE,1713183375
214,hellebaek,56.0682,12.5578,11.08,69,62,4.02,DK,1713183376
215,salekhard,66.53,66.6019,-9.22,90,84,0.89,RU,1713183376
216,callao,-12.0667,-77.15,22.07,88,100,3.09,PE,1713183377
217,island harbour,50.724,-1.2758,12.8,63,94,5.36,GB,1713183377
218,howard springs,-12.497,131.047,27.95,91,34,1.06,AU,1713183378
219,villa regina,-39.1,-67.0667,11.91,96,100,7.98,AR,1713183378
220,vicksburg,32.3526,-90.8779,16.85,100,100,0.0,US,1713183379
221,midvagur,62.0511,-7.1939,8.46,71,40,8.23,FO,1713183379
222,belyy yar,53.6039,91.3903,19.94,24,0,7.0,RU,1713183380
223,sandnessjoen,66.0217,12.6316,4.29,56,40,2.57,NO,1713183380
224,asilah,35.465,-6.0348,25.98,53,36,3.35,MA,1713183380
225,usakos,-22.0,15.6,31.97,23,37,4.71,,1713183381
226,palmer,42.1584,-72.3287,13.06,99,18,0.74,US,1713183228
227,zelenogradsk,54.9589,20.4767,9.09,61,75,8.0,RU,1713183382
228,antsiranana,-12.2787,49.2917,29.66,69,47,7.16,MG,1713183383
229,yuzhno-kurilsk,44.0306,145.8556,5.76,89,67,3.84,RU,1713183383
230,vila franca do campo,37.7167,-25.4333,19.23,99,91,6.56,PT,1713183159
231,villa berthet,-27.2917,-60.4126,16.72,98,100,2.38,AR,1713183350
232,dakhla,23.6848,-15.958,24.25,41,0,4.32,EH,1713183385
233,sheboygan falls,43.732,-87.8221,8.2,77,0,0.0,US,1713183385
234,cuatro cienegas de carranza,26.9833,-102.0833,20.87,65,100,0.83,MX,1713183386
235,ingeniero guillermo n. juarez,-23.9,-61.85,15.21,97,100,2.48,AR,1713183386
236,sungailiat,-1.85,106.1333,27.86,81,64,2.3,ID,1713183387
237,senador jose porfirio,-2.5908,-51.9542,24.84,90,96,1.27,BR,1713183387
238,nuuk,64.1835,-51.7216,-0.07,75,100,3.76,GL,1713183388
239,hithadhoo,-0.6,73.0833,29.45,72,100,2.69,MV,1713183388
240,whitehorse,60.7161,-135.0538,-5.55,95,67,1.06,CA,1713183389
241,vilcun,-38.65,-72.2333,11.13,69,36,1.46,CL,1713183389
242,nova sintra,14.8667,-24.7167,23.09,86,21,5.23,CV,1713183390
243,inari,68.906,27.0288,2.2,90,98,4.21,FI,1713183390
244,nishinoomote,30.7333,131.0,20.2,96,100,5.51,JP,1713183390
245,hawaiian paradise park,19.5933,-154.9731,21.73,95,20,0.45,US,1713183391
246,saint-pierre,-21.3393,55.4781,27.32,73,40,8.75,RE,1713183391
247,chaman,30.9236,66.4512,20.06,24,4,6.79,PK,1713183392
248,vallegrande,-18.4897,-64.1069,15.9,96,100,2.08,BO,1713183392
249,bousso,10.4795,16.7117,42.74,16,25,2.01,TD,1713183393
250,musanze,-1.4998,29.635,16.95,97,100,1.04,RW,1713183393
251,wanxian,30.8039,108.3897,28.69,67,65,1.67,CN,1713183394
252,namie,37.4833,141.0,16.42,89,51,2.59,JP,1713183394
253,lo prado,-33.4443,-70.7255,14.91,71,100,2.06,CL,1713183395
254,porto novo,6.4965,2.6036,34.01,53,100,4.35,BJ,1713183395
255,new norfolk,-42.7826,147.0587,13.17,74,100,1.1,AU,1713183396
256,queenstown,-31.8976,26.8753,21.06,49,85,2.23,ZA,1713183309
257,al ghayzah,16.2079,52.176,31.05,61,71,8.77,YE,1713183396
258,at taj,24.2049,23.2857,32.69,8,71,4.17,LY,1713183397
259,st. john's,47.5649,-52.7093,7.31,84,75,6.2,CA,1713183397
260,udachny,66.4167,112.4,-1.42,83,100,6.86,RU,1713183398
261,kindia,10.0569,-12.8658,36.03,23,15,2.82,GN,1713183398
262,amga,60.8953,131.9608,-10.13,96,95,1.23,RU,1713183399
263,geraldton,-28.7667,114.6,23.23,68,0,6.69,AU,1713183399
264,mejit,10.2753,170.8646,27.06,84,67,8.3,MH,1713183400
265,nabatiye et tahta,33.3789,35.4839,21.42,64,1,5.89,LB,1713183400
266,kirsanov,52.6549,42.7224,13.36,37,53,8.74,RU,1713183400
267,spearfish,44.4908,-103.8594,20.49,26,0,11.32,US,1713183159
268,hermanus,-34.4187,19.2345,22.67,66,78,6.86,ZA,1713183402
269,ongjin,37.9347,125.3619,8.93,96,61,1.88,KP,1713183402
270,jurilovca,44.7667,28.8667,28.05,44,63,5.56,RO,1713183403
271,mwinilunga,-11.7358,24.4293,23.02,81,89,2.27,ZM,1713183404
272,kijang,35.2442,129.2139,13.83,93,100,2.58,KR,1713183404
273,grand falls-windsor,48.9332,-55.6649,4.23,80,99,5.07,CA,1713183272
274,jasper,37.2001,-94.3502,18.15,87,0,0.0,US,1713183220
275,crane,31.3974,-102.3501,20.16,63,45,7.69,US,1713183406
276,tefe,-3.3542,-64.7114,25.06,94,100,4.63,BR,1713183406
277,urumqi,43.801,87.6005,18.53,24,0,2.0,CN,1713183388
278,afaahiti,-17.75,-149.2833,25.59,81,100,10.6,PF,1713183407
279,bikaner,28.0167,73.3,32.84,25,100,7.43,IN,1713183408
280,gizo,-8.103,156.8419,28.6,77,94,3.3,SB,1713183408
281,nikolayevsk-on-amure,53.1406,140.73,5.12,93,100,2.24,RU,1713183409
282,petukhovo,55.0692,67.9019,6.18,49,59,1.56,RU,1713183409
283,dunedin,-45.8742,170.5036,10.45,93,10,0.89,NZ,1713183374
284,sorsk,54.0033,90.2467,8.29,79,92,7.9,RU,1713183410
285,constantia,44.1833,28.65,29.38,50,73,5.65,RO,1713183214
286,vlore,40.4667,19.4897,21.52,62,24,5.72,AL,1713183411
287,'ain el hadjar,34.7585,0.1453,17.12,52,63,7.93,DZ,1713183412
288,manicore,-5.8092,-61.3003,25.24,95,100,1.29,BR,1713183412
289,nadym,65.5333,72.5167,-6.69,84,57,3.44,RU,1713183412
290,sanford,28.8006,-81.2731,18.97,80,0,1.54,US,1713183305
291,garoowe,8.4054,48.4845,36.94,25,87,1.82,SO,1713183414
292,okakarara,-20.5833,17.4333,30.4,26,42,0.93,,1713183415
293,nueva concepcion,14.2,-91.3,25.42,71,73,1.29,GT,1713183415
294,mildura,-34.2,142.15,18.17,37,3,2.6,AU,1713183415
295,champerico,14.3,-91.9167,24.3,71,52,2.34,GT,1713183416
296,holualoa,19.6228,-155.9522,22.91,91,100,7.2,US,1713183214
297,inhambane,-23.865,35.3833,25.79,59,13,5.04,MZ,1713183417
298,arrifes,37.7667,-25.7,18.14,77,20,7.72,PT,1713183417
299,balibago,15.1624,120.5954,29.53,60,39,1.57,PH,1713183418
300,hammerfest,70.6634,23.6821,2.25,80,75,3.09,NO,1713183418
301,tralee,52.2704,-9.7026,9.14,71,75,6.69,IE,1713183419
302,al majaridah,19.1236,41.9111,33.87,32,0,6.64,SA,1713183419
303,lupane,-18.9315,27.807,28.19,42,59,0.35,ZW,1713183420
304,tavda,58.0425,65.2726,5.39,41,19,2.24,RU,1713183420
305,kitami,43.8031,143.8908,12.8,83,17,2.92,JP,1713183421
306,ndikinimeki,4.7667,10.8333,31.73,49,73,0.95,CM,1713183421
307,keflavik,64.0049,-22.5624,1.24,55,0,9.26,IS,1713183422
308,touros,-5.1989,-35.4608,30.38,66,86,4.85,BR,1713183293
309,praia da vitoria,38.7333,-27.0667,18.2,92,98,10.06,PT,1713183422
310,port saint john's,-31.6229,29.5448,23.33,82,100,4.71,ZA,1713183423
311,khanty-mansiysk,61.0042,69.0019,2.06,41,0,4.0,RU,1713183423
312,yola,9.2,12.4833,41.82,17,73,3.0,NG,1713183424
313,redkino,56.6475,36.2967,5.62,88,99,6.0,RU,1713183424
314,khagrachhari,23.1,91.9667,34.55,25,3,2.78,BD,1713183425
315,salinas,36.6777,-121.6555,11.58,91,100,2.57,US,1713183315
316,zaragoza,41.6561,-0.8773,25.27,44,0,11.32,ES,1713183426
317,box elder,41.5005,-112.8764,9.17,57,100,2.51,US,1713183426
318,sao miguel do araguaia,-13.275,-50.1628,27.05,75,89,2.69,BR,1713183427
319,nagqu,31.5,92.0,7.32,26,99,5.92,CN,1713183427
320,gunjur,13.2019,-16.7339,34.04,38,0,2.06,GM,1713183428
321,curumani,9.1999,-73.5427,27.93,65,100,1.1,CO,1713183428
322,igarka,67.4667,86.5833,-12.4,90,100,6.93,RU,1713183429
323,storozhevaya,43.8789,41.4514,17.86,38,97,2.69,RU,1713183429
324,mogocha,53.7333,119.7667,-5.18,94,77,1.09,RU,1713183430
325,malango,-2.9627,119.9001,20.2,99,100,0.79,ID,1713183430
326,tamanrasset,22.785,5.5228,22.95,18,3,7.2,DZ,1713183431
327,port lincoln,-34.7333,135.8667,15.61,76,5,5.1,AU,1713183432
328,elamanchili,17.55,82.8667,31.46,52,4,4.9,IN,1713183432
329,dudinka,69.4058,86.1778,-11.85,93,100,4.92,RU,1713183433
330,uhrichsville,40.3931,-81.3465,15.32,93,0,0.0,US,1713183433
331,stadtilm,50.7667,11.0833,14.99,58,89,7.03,DE,1713183434
332,kalajoki,64.25,23.95,3.28,97,100,4.25,FI,1713183434
333,tsiombe,-25.3,45.4833,23.76,68,71,7.11,MG,1713183434
334,porto franco,-6.3383,-47.3992,26.44,87,86,2.06,BR,1713183435
335,essaouira,31.5125,-9.77,22.5,52,9,7.43,MA,1713183435
336,kimbe,-5.5502,150.1429,25.99,91,89,1.58,PG,1713183436
337,oriximina,-1.7656,-55.8661,25.19,93,100,1.34,BR,1713183436
338,arkhangel'sk,64.5401,40.5433,7.06,81,100,4.0,RU,1713183437
339,mata-utu,-13.2816,-176.1745,29.26,80,92,8.12,WF,1713183437
340,tazacorte,28.629,-17.9293,21.54,83,0,3.6,ES,1713183438
341,chernyshevskiy,63.0128,112.4714,-0.67,98,100,2.91,RU,1713183438
342,bizerte,37.2744,9.8739,20.37,62,86,8.47,TN,1713183439
343,soroti,1.7146,33.6111,29.48,46,91,1.65,UG,1713183439
